Sean, Rodriguez, 15234441,3.14, RoSe4441
Michelle, Reich, 64915375,3.333, ReMi0375
Bob, Reich, 20463358,1.672, ReBo0358
Lisa, DiMarco, 20967124,2.89, DiLi0124
Lisa, DiMarco, 74745129,3.822, DiLi0129
Michelle, Reich, 36012975,1.715, ReMi0975
Lisa, Kudrow, 59093629,2.054, KuLi0629
David, Waxman, 99364306,1.818, WaDa0306
Michael, Kudrow, 70758407,3.714, KuMi0407
Michelle, Levitts, 72814788,1.538, LeMi0788
Bryan, Phillips, 32502910,1.119, PhBr0910
Michelle, Reich, 77351313,1.373, ReMi0313
Lisa, Phillips, 36768101,1.761, PhLi0101
David, Kudrow, 87866037,3.891, KuDa0037
Bryan, Waxman, 50591116,2.253, WaBr0116
Michelle, Phillips, 14502334,3.968, PhMi0334
John, Reich, 46161715,3.083, ReJo0715
John, Phillips, 41767453,2.293, PhJo0453
Michelle, Kudrow, 24399374,3.057, KuMi0374
David, Reich, 29044749,3.873, ReDa0749
Leslie, Reich, 51433820,2.978, ReLe0820
Bryan, DiMarco, 38638223,2.988, DiBr0223
Stephanie, DiMarco, 90371812,3.932, DiSt0812
Lisa, Waxman, 29982248,1.821, WaLi0248
Stephanie, DiMarco, 63232997,1.257, DiSt0997
Michael, Reich, 21149260,2.729, ReMi0260
David, Phillips, 60437645,3.036, PhDa0645
David, Levitts, 61288239,1.855, LeDa0239
Lisa, Levitts, 97729073,3.704, LeLi0073
John, Phillips, 10126780,3.567, PhJo0780
John, DiMarco, 12913582,3.116, DiJo0582
Michael, Levitts, 43169589,3.922, LeMi0589
Bob, DiMarco, 27300693,3.152, DiBo0693
Bryan, DiMarco, 33726186,3.129, DiBr0186
David, Passanante, 89226540,1.711, PaDa0540
Bryan, Waxman, 35400661,2.718, WaBr0661
Bob, Waxman, 99543182,1.681, WaBo0182
Bryan, DiMarco, 61176272,3.894, DiBr0272
Stephanie, DiMarco, 81456682,2.22, DiSt0682
Bob, DiMarco, 77727687,3.27, DiBo0687
Bryan, Levitts, 99596747,3.444, LeBr0747
Michelle, Phillips, 76093737,3.967, PhMi0737
David, DiMarco, 25700752,2.353, DiDa0752
David, Passanante, 12343420,3.774, PaDa0420
John, Reich, 80794959,3.602, ReJo0959
David, Passanante, 64368020,3.849, PaDa0020
Lisa, Reich, 46255730,3.436, ReLi0730
Leslie, Levitts, 53432132,1.169, LeLe0132
Michelle, Reich, 98633572,1.892, ReMi0572
Bob, Passanante, 51616420,3.697, PaBo0420
John, Waxman, 35622802,3.106, WaJo0802
John, Levitts, 78784897,2.969, LeJo0897
Michael, Levitts, 73059649,3.309, LeMi0649
Lisa, DiMarco, 55209567,1.591, DiLi0567
Michelle, Passanante, 25331637,2.861, PaMi0637
Michael, Waxman, 28485212,1.829, WaMi0212
David, Levitts, 94080995,1.407, LeDa0995
Bob, Waxman, 85867172,3.287, WaBo0172
Bryan, Kudrow, 32584986,1.992, KuBr0986
John, Phillips, 15664905,1.365, PhJo0905
Bryan, Phillips, 45695903,2.733, PhBr0903
David, Reich, 63824120,2.972, ReDa0120
Bob, Waxman, 57723576,3.381, WaBo0576
David, Waxman, 14330374,1.716, WaDa0374
Bob, Passanante, 33143215,3.867, PaBo0215
Leslie, Waxman, 54566839,2.512, WaLe0839
Michael, DiMarco, 97511340,2.669, DiMi0340
John, Levitts, 69259137,3.356, LeJo0137
John, DiMarco, 38472704,3.593, DiJo0704
Stephanie, DiMarco, 59140014,1.699, DiSt0014
Bob, Reich, 39240933,1.302, ReBo0933
David, Levitts, 82966676,3.651, LeDa0676
Leslie, Kudrow, 19435752,3.69, KuLe0752
Stephanie, Levitts, 34023602,2.989, LeSt0602
John, Kudrow, 20659584,2.938, KuJo0584
David, DiMarco, 34743629,2.656, DiDa0629
Bryan, Passanante, 46696349,2.838, PaBr0349
Stephanie, DiMarco, 95580153,2.245, DiSt0153
Leslie, Kudrow, 40715251,3.733, KuLe0251
Leslie, Kudrow, 46763244,1.666, KuLe0244
John, Levitts, 74362405,3.154, LeJo0405
David, Kudrow, 54072456,2.965, KuDa0456
Bryan, Reich, 36123080,1.998, ReBr0080
John, Phillips, 72259203,2.012, PhJo0203
Michelle, Reich, 18837379,3.841, ReMi0379
Leslie, Passanante, 32251477,1.516, PaLe0477
Bob, DiMarco, 18752194,1.717, DiBo0194
Michael, Waxman, 60773713,2.598, WaMi0713
David, Phillips, 10992205,1.463, PhDa0205
Bob, Phillips, 53514643,1.858, PhBo0643
Bob, Phillips, 48832779,2.454, PhBo0779
Bryan, Phillips, 15475929,3.688, PhBr0929
John, Passanante, 56657547,1.342, PaJo0547
Michelle, Phillips, 84634401,1.264, PhMi0401
Bryan, Kudrow, 88983494,1.113, KuBr0494
Bob, Waxman, 77550692,3.443, WaBo0692
Stephanie, Reich, 50436360,2.57, ReSt0360
Bob, Kudrow, 38057119,2.541, KuBo0119
Stephanie, Phillips, 54059183,1.077, PhSt0183
David, Phillips, 52657570,3.69, PhDa0570
Michelle, Levitts, 97836762,3.148, LeMi0762
Leslie, Levitts, 48772278,3.244, LeLe0278
Bob, DiMarco, 11818908,3.225, DiBo0908
John, DiMarco, 44460217,2.456, DiJo0217
David, Phillips, 20725220,2.744, PhDa0220
Michelle, DiMarco, 80751995,2.384, DiMi0995
Bob, Reich, 39414290,1.305, ReBo0290
Michael, Passanante, 80226039,1.735, PaMi0039
Stephanie, Phillips, 71100049,1.57, PhSt0049
Bryan, Phillips, 77960848,2.135, PhBr0848
Lisa, Phillips, 50698164,1.191, PhLi0164
Bob, Waxman, 33496191,2.004, WaBo0191
David, Phillips, 18185220,2.888, PhDa0220
Lisa, Waxman, 74936007,3.038, WaLi0007
Michelle, DiMarco, 89353550,2.504, DiMi0550
Stephanie, DiMarco, 68825854,2.986, DiSt0854
Leslie, Reich, 73844494,2.624, ReLe0494
John, DiMarco, 41937694,3.198, DiJo0694
Bryan, Kudrow, 52842925,1.107, KuBr0925
John, Kudrow, 33594855,3.161, KuJo0855
Michael, DiMarco, 11315841,3.614, DiMi0841
Bryan, Passanante, 49669947,2.978, PaBr0947
Bryan, Passanante, 62177823,1.972, PaBr0823
Leslie, Waxman, 91888585,2.519, WaLe0585
David, Reich, 32266203,1.969, ReDa0203
Michelle, DiMarco, 78571692,1.692, DiMi0692
Stephanie, Passanante, 82508732,1.913, PaSt0732
David, Kudrow, 35449230,1.063, KuDa0230
Stephanie, Levitts, 97166554,1.055, LeSt0554
Stephanie, DiMarco, 57678136,2.787, DiSt0136
John, Passanante, 99535322,3.699, PaJo0322
Bryan, Phillips, 16697315,3.555, PhBr0315
Bryan, Phillips, 13987261,3.606, PhBr0261
Stephanie, Passanante, 88052465,2.033, PaSt0465
Stephanie, Waxman, 86736963,3.026, WaSt0963
Bryan, Passanante, 48823568,2.009, PaBr0568
Michael, Levitts, 60213783,1.441, LeMi0783
Leslie, Passanante, 85787862,2.196, PaLe0862
Stephanie, Reich, 78423578,3.871, ReSt0578
John, Levitts, 27951088,3.431, LeJo0088
Stephanie, DiMarco, 23182667,3.321, DiSt0667
Bob, Levitts, 59579837,1.714, LeBo0837
Stephanie, DiMarco, 33606786,3.715, DiSt0786
Bryan, Passanante, 52367820,2.307, PaBr0820
Lisa, Reich, 33737854,3.413, ReLi0854
Bryan, Levitts, 77868851,3.87, LeBr0851
Lisa, Waxman, 75691380,1.13, WaLi0380
Lisa, Kudrow, 93829361,1.329, KuLi0361
Leslie, Reich, 88207307,2.879, ReLe0307
David, Kudrow, 60553283,2.959, KuDa0283
Bryan, DiMarco, 72987105,3.244, DiBr0105
Michelle, Phillips, 55932068,3.88, PhMi0068
John, Waxman, 13699945,2.094, WaJo0945
John, Levitts, 70272695,2.95, LeJo0695
Stephanie, DiMarco, 45040742,1.577, DiSt0742
Bob, Passanante, 84556467,3.751, PaBo0467
Stephanie, Levitts, 11722894,3.97, LeSt0894
Michelle, Reich, 68261392,1.145, ReMi0392
Lisa, DiMarco, 89788523,1.743, DiLi0523
Michael, Passanante, 95380995,3.614, PaMi0995
John, Levitts, 25119043,2.912, LeJo0043
Bryan, Reich, 79772329,1.337, ReBr0329
David, Kudrow, 56528842,3.53, KuDa0842
Bryan, Levitts, 93466049,3.74, LeBr0049
Michelle, Phillips, 43324926,2.898, PhMi0926
John, Kudrow, 94071305,3.96, KuJo0305
Lisa, Waxman, 89715290,1.846, WaLi0290
Leslie, Waxman, 69908331,1.458, WaLe0331
Stephanie, Waxman, 40948897,3.165, WaSt0897
Michelle, DiMarco, 14001477,1.734, DiMi0477
Michael, Reich, 18569991,1.034, ReMi0991
Leslie, Waxman, 60565533,2.863, WaLe0533
Michelle, Waxman, 44669639,1.033, WaMi0639
John, Reich, 60118181,3.315, ReJo0181
Stephanie, Kudrow, 67517259,2.07, KuSt0259
Bryan, DiMarco, 51851309,3.275, DiBr0309
Bryan, Waxman, 13454969,1.339, WaBr0969
David, Waxman, 54394088,2.43, WaDa0088
Michelle, Levitts, 52437569,3.115, LeMi0569
David, Passanante, 48600573,3.932, PaDa0573
Bob, Kudrow, 27100963,3.999, KuBo0963
Bryan, Kudrow, 58494642,2.013, KuBr0642
Stephanie, Phillips, 77741831,2.951, PhSt0831
John, DiMarco, 79005111,3.444, DiJo0111
Bryan, Kudrow, 18091390,1.184, KuBr0390
Lisa, Passanante, 71623821,1.839, PaLi0821
Michelle, Kudrow, 79265990,2.784, KuMi0990
John, Kudrow, 91619499,1.48, KuJo0499
Bryan, Levitts, 81777465,3.623, LeBr0465
Leslie, Reich, 92940228,2.154, ReLe0228
David, Waxman, 57985922,1.919, WaDa0922
Bryan, Kudrow, 59437334,1.21, KuBr0334
Lisa, Phillips, 59877906,1.527, PhLi0906
John, Passanante, 53543471,3.793, PaJo0471
Michelle, Levitts, 59552655,3.802, LeMi0655
John, Passanante, 66037779,2.987, PaJo0779
Bob, Reich, 62299313,2.627, ReBo0313
Leslie, Reich, 23030860,3.307, ReLe0860
Stephanie, Levitts, 34647901,3.937, LeSt0901
Bob, Passanante, 58802428,2.781, PaBo0428
Bryan, Reich, 82276845,1.843, ReBr0845
Michelle, Levitts, 15624433,2.573, LeMi0433
Bob, Kudrow, 75159895,3.177, KuBo0895
David, Reich, 34202467,2.855, ReDa0467
Michael, DiMarco, 99835227,1.069, DiMi0227
John, Reich, 70868273,1.414, ReJo0273
Bryan, Phillips, 81179554,2.878, PhBr0554
Lisa, Phillips, 70156162,3.186, PhLi0162
Michelle, DiMarco, 88570057,2.577, DiMi0057
Michelle, Passanante, 23896154,1.701, PaMi0154
Bryan, Reich, 73816939,1.43, ReBr0939
David, Levitts, 70456657,2.137, LeDa0657
Bryan, Passanante, 60749429,1.546, PaBr0429
Bryan, Levitts, 90269488,3.461, LeBr0488
Stephanie, Waxman, 28838036,2.658, WaSt0036
Stephanie, Phillips, 76270072,1.869, PhSt0072
Lisa, DiMarco, 15735871,3.21, DiLi0871
John, Kudrow, 60385591,3.478, KuJo0591
Michael, Passanante, 86121851,1.594, PaMi0851
Leslie, Phillips, 19703936,2.006, PhLe0936
Stephanie, Reich, 16728593,3.129, ReSt0593
Stephanie, Kudrow, 28456257,3.887, KuSt0257
Bryan, Reich, 99937815,3.119, ReBr0815
Stephanie, Reich, 44445911,1.041, ReSt0911
John, Reich, 80826050,1.08, ReJo0050
Michael, Kudrow, 91056653,2.271, KuMi0653
Stephanie, Waxman, 15043497,2.977, WaSt0497
Lisa, Kudrow, 88472839,3.988, KuLi0839
Bob, Passanante, 17408810,2.065, PaBo0810
David, Reich, 50244513,3.746, ReDa0513
John, Reich, 33602637,1.66, ReJo0637
Leslie, Phillips, 33830108,1.783, PhLe0108
Bryan, Kudrow, 69842744,2.95, KuBr0744
Leslie, Passanante, 66249662,2.551, PaLe0662
Michelle, Passanante, 77923490,1.665, PaMi0490
Michael, Phillips, 18481303,1.931, PhMi0303
Bryan, DiMarco, 65502524,2.215, DiBr0524
Bryan, Phillips, 54733833,3.624, PhBr0833
Bob, Levitts, 34017473,1.619, LeBo0473
David, Reich, 55228214,3.896, ReDa0214
Bob, Kudrow, 89115439,1.33, KuBo0439
Leslie, Phillips, 33620808,1.683, PhLe0808
Michael, Reich, 10978145,3.78, ReMi0145
Bob, Levitts, 82701111,1.737, LeBo0111
Bryan, Passanante, 24425508,2.253, PaBr0508
Lisa, Passanante, 24496877,3.298, PaLi0877
Bryan, DiMarco, 31180472,3.405, DiBr0472
David, Reich, 43419365,3.497, ReDa0365
Michelle, Reich, 79177918,2.544, ReMi0918
Bryan, Reich, 93581593,3.461, ReBr0593
David, Kudrow, 96300433,3.488, KuDa0433
Bob, DiMarco, 33922360,2.83, DiBo0360
Michael, Waxman, 88423788,1.607, WaMi0788
John, Passanante, 37268858,2.152, PaJo0858
Bob, Phillips, 44154916,2.378, PhBo0916
David, Levitts, 31970727,3.377, LeDa0727
David, Reich, 71145207,1.549, ReDa0207
Michelle, DiMarco, 17238299,2.4, DiMi0299
Michelle, Phillips, 51361936,3.753, PhMi0936
Bryan, Phillips, 55817896,1.389, PhBr0896
John, Phillips, 15200626,1.157, PhJo0626
David, DiMarco, 30136982,3.34, DiDa0982
Lisa, Reich, 26821170,2.483, ReLi0170
John, Phillips, 80551950,3.096, PhJo0950
Bob, Kudrow, 15590531,2.506, KuBo0531
David, Kudrow, 56831420,1.77, KuDa0420
Bryan, Passanante, 11014795,1.848, PaBr0795
John, Reich, 26507789,3.319, ReJo0789
David, Levitts, 91043449,1.676, LeDa0449
Stephanie, Kudrow, 36229904,3.697, KuSt0904
John, Phillips, 96128641,3.634, PhJo0641
Bob, Waxman, 44749625,1.835, WaBo0625
Bob, Waxman, 83922263,1.099, WaBo0263
Lisa, Waxman, 68675135,2.387, WaLi0135
John, Kudrow, 91993666,2.606, KuJo0666
Leslie, Passanante, 64623767,1.979, PaLe0767
David, Kudrow, 48450822,3.025, KuDa0822
Bryan, Kudrow, 83907185,2.404, KuBr0185
John, Waxman, 62847726,1.839, WaJo0726
Lisa, Kudrow, 88381734,1.998, KuLi0734
Bryan, DiMarco, 92260887,3.604, DiBr0887
Leslie, Reich, 98596752,1.149, ReLe0752
Bob, Passanante, 69917674,2.433, PaBo0674
Leslie, Levitts, 17873677,1.654, LeLe0677
Stephanie, Kudrow, 76259379,1.098, KuSt0379
John, Phillips, 28448745,1.398, PhJo0745
David, Passanante, 64821766,2.088, PaDa0766
Michelle, Waxman, 48312106,1.562, WaMi0106
Stephanie, Passanante, 27815942,1.707, PaSt0942
Bob, Reich, 89876163,2.327, ReBo0163
Stephanie, Reich, 68792368,1.061, ReSt0368
Michelle, Waxman, 54105940,2.787, WaMi0940
Leslie, DiMarco, 52270803,3.518, DiLe0803
Stephanie, Kudrow, 36244308,3.541, KuSt0308
Bryan, DiMarco, 52719000,1.983, DiBr0000
Lisa, Kudrow, 81764864,2.176, KuLi0864
David, Passanante, 57762976,2.077, PaDa0976
Michael, Phillips, 63685292,2.599, PhMi0292
Leslie, Waxman, 13011665,2.057, WaLe0665
Stephanie, Kudrow, 14873999,2.947, KuSt0999
Lisa, DiMarco, 58378750,1.078, DiLi0750
Bob, Phillips, 11482865,2.528, PhBo0865
John, DiMarco, 18284516,3.119, DiJo0516
Michelle, Reich, 76138886,3.013, ReMi0886
Michelle, Passanante, 20620506,2.68, PaMi0506
Bryan, Kudrow, 52027556,3.842, KuBr0556
John, DiMarco, 91859813,2.077, DiJo0813
Stephanie, Kudrow, 51500777,1.561, KuSt0777
John, Waxman, 18195829,2.937, WaJo0829
Bob, Phillips, 35342122,3.551, PhBo0122
Michelle, Passanante, 65092210,2.216, PaMi0210
David, Phillips, 71322251,1.37, PhDa0251
Bob, Levitts, 20126961,2.854, LeBo0961
John, Levitts, 53177316,2.668, LeJo0316
Stephanie, Phillips, 76513344,1.877, PhSt0344
Michelle, Passanante, 23643129,2.385, PaMi0129
Bob, Passanante, 77180532,3.564, PaBo0532
Leslie, Phillips, 17677956,2.713, PhLe0956
Stephanie, Passanante, 51796736,1.003, PaSt0736
Bryan, Passanante, 74506701,3.021, PaBr0701
Leslie, Passanante, 51617641,2.124, PaLe0641
John, DiMarco, 99619323,1.711, DiJo0323
Michael, Levitts, 99543016,3.064, LeMi0016
Leslie, Levitts, 90356287,1.732, LeLe0287
Michelle, Kudrow, 15264210,1.434, KuMi0210
Bryan, Reich, 91213862,3.191, ReBr0862
Bob, Reich, 67885450,1.845, ReBo0450
Bryan, DiMarco, 77502084,3.311, DiBr0084
Michelle, Kudrow, 10901678,2.774, KuMi0678
David, Kudrow, 78488186,3.67, KuDa0186
Bob, Passanante, 16915779,2.609, PaBo0779
Bryan, Waxman, 63658333,1.447, WaBr0333
Bryan, Kudrow, 31978004,3.469, KuBr0004
Bryan, Passanante, 38230417,2.149, PaBr0417
John, Levitts, 31930380,1.131, LeJo0380
Bryan, Waxman, 96550811,2.017, WaBr0811
Stephanie, Levitts, 85638968,1.165, LeSt0968
John, Levitts, 24507811,3.09, LeJo0811
Lisa, Kudrow, 52496725,3.101, KuLi0725
Leslie, Waxman, 44594627,1.634, WaLe0627
Lisa, Reich, 24079812,3.236, ReLi0812
Stephanie, Passanante, 89754722,2.401, PaSt0722
Leslie, Kudrow, 32340167,1.402, KuLe0167
Michael, Phillips, 54642315,3.938, PhMi0315
John, Reich, 89217147,3.804, ReJo0147
David, DiMarco, 75430857,2.906, DiDa0857
Stephanie, Waxman, 25051032,2.753, WaSt0032
Lisa, Phillips, 91802277,3.128, PhLi0277
Stephanie, Levitts, 55681236,1.888, LeSt0236
Bryan, Levitts, 37249858,3.823, LeBr0858
Lisa, DiMarco, 60612022,3.232, DiLi0022
Michael, DiMarco, 46327496,2.251, DiMi0496
David, Waxman, 77128527,2.165, WaDa0527
John, Levitts, 89978191,1.728, LeJo0191
John, Waxman, 37745931,1.159, WaJo0931
David, Kudrow, 92574590,1.725, KuDa0590
Bob, Kudrow, 40874544,2.861, KuBo0544
Michelle, Kudrow, 76804345,1.519, KuMi0345
David, Kudrow, 37083677,3.863, KuDa0677
Michelle, DiMarco, 85033173,1.614, DiMi0173
Bob, Levitts, 85847061,2.256, LeBo0061
David, DiMarco, 98278350,2.88, DiDa0350
Bob, DiMarco, 20152648,2.804, DiBo0648
Lisa, Waxman, 16425520,1.153, WaLi0520
Michelle, DiMarco, 78859610,1.317, DiMi0610
Stephanie, Reich, 55821594,2.732, ReSt0594
John, Kudrow, 39185345,2.585, KuJo0345
Stephanie, Waxman, 52876550,3.009, WaSt0550
Stephanie, Waxman, 74205288,3.942, WaSt0288
Michael, Reich, 54806974,3.188, ReMi0974
Stephanie, DiMarco, 12748365,3.316, DiSt0365
Bob, Kudrow, 11154125,2.801, KuBo0125
Bryan, Levitts, 91570877,1.338, LeBr0877
Michael, Kudrow, 92209346,2.504, KuMi0346
Michelle, Passanante, 12191662,3.867, PaMi0662
Michael, DiMarco, 32979654,1.351, DiMi0654
Bryan, DiMarco, 67271289,2.01, DiBr0289
Michelle, Waxman, 63826280,3.519, WaMi0280
John, DiMarco, 23918163,3.477, DiJo0163
John, Waxman, 71409018,2.195, WaJo0018
Lisa, Waxman, 23804306,3.873, WaLi0306
Michelle, Kudrow, 46069147,2.097, KuMi0147
John, Reich, 42473651,3.243, ReJo0651
John, DiMarco, 34283798,1.831, DiJo0798
Lisa, Kudrow, 52725645,2.99, KuLi0645
Michelle, Reich, 87324501,2.066, ReMi0501
Bryan, Waxman, 89456992,2.978, WaBr0992
David, Kudrow, 89752821,1.22, KuDa0821
Leslie, DiMarco, 65844331,1.427, DiLe0331
Michael, Levitts, 93885786,1.148, LeMi0786
John, Phillips, 23250667,3.938, PhJo0667
Stephanie, Waxman, 98864025,1.024, WaSt0025
Bob, Levitts, 79738380,3.727, LeBo0380
Bob, DiMarco, 35455346,3.39, DiBo0346
Lisa, Waxman, 84571605,3.924, WaLi0605
John, Passanante, 20226621,3.099, PaJo0621
Bryan, Levitts, 88590806,3.511, LeBr0806
John, Reich, 65216753,2.588, ReJo0753
Bryan, Levitts, 62842352,1.252, LeBr0352
Lisa, Reich, 71743574,1.731, ReLi0574
Michael, Phillips, 20345923,3.695, PhMi0923
David, Levitts, 59477448,1.207, LeDa0448
Michael, Levitts, 98382524,3.095, LeMi0524
Leslie, Levitts, 64414414,2.117, LeLe0414
John, Reich, 91185971,2.833, ReJo0971
Stephanie, Reich, 61881689,3.301, ReSt0689
Bryan, Waxman, 15420596,3.695, WaBr0596
Michelle, Waxman, 23208323,1.589, WaMi0323
Michael, Phillips, 73328055,3.073, PhMi0055
Bob, Waxman, 57193823,3.924, WaBo0823
Michael, Levitts, 20925990,2.949, LeMi0990
Lisa, Kudrow, 70007572,1.096, KuLi0572
Lisa, Passanante, 41141392,2.244, PaLi0392
Leslie, Levitts, 19651848,3.54, LeLe0848
Stephanie, Waxman, 24261478,3.865, WaSt0478
Leslie, Waxman, 63621245,3.415, WaLe0245
Lisa, Levitts, 30584870,1.557, LeLi0870
John, Reich, 10891320,3.929, ReJo0320
John, Kudrow, 52655908,2.383, KuJo0908
Michelle, Passanante, 31869285,2.623, PaMi0285
John, Kudrow, 96964921,3.43, KuJo0921
Bryan, Phillips, 12439539,2.088, PhBr0539
Bryan, Reich, 97497226,1.08, ReBr0226
David, Phillips, 90736857,2.308, PhDa0857
Michael, DiMarco, 96013714,3.935, DiMi0714
David, Waxman, 77780072,1.628, WaDa0072
Michelle, Passanante, 66445818,3.234, PaMi0818
Michelle, Levitts, 75599018,1.024, LeMi0018
Bryan, DiMarco, 43287649,2.361, DiBr0649
Leslie, Passanante, 38987583,1.171, PaLe0583
Bob, Reich, 66368169,3.764, ReBo0169
Bryan, DiMarco, 99515687,3.5, DiBr0687
Leslie, Passanante, 16886162,2.404, PaLe0162
Lisa, Kudrow, 72932958,3.234, KuLi0958
Leslie, Passanante, 72090830,2.542, PaLe0830
Leslie, Levitts, 13596962,2.088, LeLe0962
John, Phillips, 98490856,3.478, PhJo0856
Michelle, Passanante, 12058771,3.123, PaMi0771
Lisa, Passanante, 15974693,2.574, PaLi0693
Stephanie, Kudrow, 64438707,1.959, KuSt0707
Stephanie, Levitts, 37724939,1.641, LeSt0939
Bryan, Waxman, 54725041,1.307, WaBr0041
Michael, Kudrow, 73309587,3.552, KuMi0587
Stephanie, Reich, 93628490,1.546, ReSt0490
Bryan, Phillips, 34832966,1.646, PhBr0966
Bryan, Kudrow, 40125313,1.8, KuBr0313
Stephanie, Reich, 18529185,1.281, ReSt0185
John, Passanante, 24321804,1.734, PaJo0804
John, Phillips, 76680902,2.618, PhJo0902
Leslie, DiMarco, 32773037,1.036, DiLe0037
Leslie, Levitts, 37246215,3.473, LeLe0215
Stephanie, Levitts, 59888614,3.293, LeSt0614
David, Reich, 31076499,3.841, ReDa0499
Michael, Reich, 11558286,1.737, ReMi0286
Lisa, Reich, 69107997,3.41, ReLi0997
Bob, Reich, 99630221,3.061, ReBo0221
John, Levitts, 94409978,2.177, LeJo0978
Bob, Waxman, 58374757,2.283, WaBo0757
Michelle, Reich, 66472278,2.986, ReMi0278
Michael, Reich, 36566427,2.368, ReMi0427
Stephanie, Waxman, 17615031,3.598, WaSt0031
Bryan, DiMarco, 11317100,2.07, DiBr0100
Bryan, DiMarco, 43903394,2.612, DiBr0394
Leslie, Passanante, 82293017,2.212, PaLe0017
Michelle, Kudrow, 35450122,2.345, KuMi0122
Michelle, Reich, 67448562,3.37, ReMi0562
Stephanie, DiMarco, 53488729,1.498, DiSt0729
Bob, Kudrow, 83909562,1.675, KuBo0562
John, Passanante, 34100129,1.205, PaJo0129
John, Levitts, 40138938,2.189, LeJo0938
Michelle, DiMarco, 40975506,3.802, DiMi0506
Lisa, DiMarco, 38017518,1.092, DiLi0518
Michael, Levitts, 62098264,2.407, LeMi0264
Leslie, Reich, 15972827,2.614, ReLe0827
David, Kudrow, 77727865,2.151, KuDa0865
John, Levitts, 46788652,2.46, LeJo0652
Michelle, DiMarco, 69568330,3.646, DiMi0330
Michael, Reich, 26228217,2.162, ReMi0217
Stephanie, Kudrow, 23504283,3.037, KuSt0283
John, DiMarco, 31103769,2.596, DiJo0769
Bryan, Reich, 90787275,3.722, ReBr0275
Stephanie, Waxman, 37925374,3.62, WaSt0374
Leslie, Phillips, 15055277,2.578, PhLe0277
Bryan, Levitts, 55761768,1.54, LeBr0768
David, Waxman, 15068074,1.299, WaDa0074
Bob, Levitts, 39446041,3.888, LeBo0041
Bob, Levitts, 25541447,1.154, LeBo0447
Lisa, Kudrow, 51758989,3.705, KuLi0989
Bob, Waxman, 70962906,3.293, WaBo0906
Michelle, Reich, 85722947,3.312, ReMi0947
Bob, Kudrow, 69771807,1.411, KuBo0807
Bob, DiMarco, 60638889,1.273, DiBo0889
John, DiMarco, 88786661,2.374, DiJo0661
John, DiMarco, 77999646,1.017, DiJo0646
Michelle, Waxman, 20262450,3.143, WaMi0450
Leslie, Phillips, 55912025,1.337, PhLe0025
John, Waxman, 16460748,3.089, WaJo0748
Lisa, Waxman, 43160647,1.73, WaLi0647
Stephanie, DiMarco, 69115501,2.535, DiSt0501
John, DiMarco, 16546343,2.288, DiJo0343
Stephanie, Reich, 23677214,2.113, ReSt0214
Stephanie, DiMarco, 57631867,2.609, DiSt0867
David, Reich, 80718416,3.285, ReDa0416
Leslie, Phillips, 27527796,1.949, PhLe0796
Leslie, Reich, 59383185,2.111, ReLe0185
Bob, Passanante, 40851396,3.56, PaBo0396
Lisa, Passanante, 40263557,2.097, PaLi0557
Michael, Reich, 92491260,2.957, ReMi0260
Michelle, Levitts, 77585616,3.732, LeMi0616
Leslie, DiMarco, 93310573,3.552, DiLe0573
Leslie, Reich, 23088108,1.035, ReLe0108
Michelle, Reich, 63421763,1.887, ReMi0763
Bryan, Waxman, 76476348,1.213, WaBr0348
Michelle, Kudrow, 74165384,2.428, KuMi0384
Bob, Phillips, 89834283,3.263, PhBo0283
Stephanie, DiMarco, 92426036,2.626, DiSt0036
David, Reich, 85877481,1.115, ReDa0481
Michael, Waxman, 83418143,3.718, WaMi0143
Michelle, DiMarco, 62429870,2.647, DiMi0870
Bryan, DiMarco, 30574370,1.488, DiBr0370
Michelle, Waxman, 58007064,2.671, WaMi0064
David, Levitts, 93669528,1.935, LeDa0528
David, Phillips, 35889054,1.726, PhDa0054
Lisa, Waxman, 68812778,2.583, WaLi0778
Michael, Reich, 66565092,1.261, ReMi0092
Bryan, Reich, 36440897,3.882, ReBr0897
Bob, Levitts, 50933588,2.563, LeBo0588
Stephanie, Waxman, 55945494,1.925, WaSt0494
Bryan, Passanante, 49139814,1.504, PaBr0814
Leslie, Waxman, 28066924,1.444, WaLe0924
Stephanie, Passanante, 52434251,1.958, PaSt0251
Bob, Levitts, 58687753,1.79, LeBo0753
Bryan, DiMarco, 37934362,2.474, DiBr0362
Leslie, Passanante, 60158560,2.382, PaLe0560
